lab,full_name,group,N,pvalue,OR,effect_estimate,std_error,prs_r2,Bonferroni,FDR
C.HCO3,Bicarbonate [Moles/volume] in Arterial blood,blood,410,0.655149497,0.918271433,-0.085262254,0.190726203,0.010249802,FALSE,FALSE
QtfNIL,Gamma interferon background [Units/volume] in Blood by Immunoassay,immune,2287,0.655787062,0.988976112,-0.011085101,0.024865466,0.001852302,FALSE,FALSE
AntiSO,Streptolysin O Ab [Units/volume] in Serum or Plasma,toxicology/pharmacology,505,0.657151159,0.97321423,-0.027151046,0.061129908,-0.009794064,FALSE,FALSE
USqEpi,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,urinary,18107,0.657809441,1.003032157,0.003027569,0.006835042,-0.01040342,FALSE,FALSE
MetanU,Metanephrine [Mass/time] in 24 hour Urine,endocrine,401,0.66185682,1.020087912,0.019888812,0.04543509,-0.00423006,FALSE,FALSE
ImmunA,IgA [Mass/volume] in Serum or Plasma,immune,131,0.66496925,0.893043474,-0.113120016,0.260517449,0.004643654,FALSE,FALSE
IMMATURE.GRANULOCYTES,IMMATURE GRANULOCYTES,immune,227,0.666218756,1.030452164,0.0299977,0.069427724,-0.004264437,FALSE,FALSE
Mumps,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,immune,184,0.666260549,1.064405867,0.062416773,0.144454465,0.011265455,FALSE,FALSE
TimeC,TimeC,other,159,0.668470441,0.964728525,-0.035908539,0.083659131,0.008122988,FALSE,FALSE
CBaso,Basophils/100 leukocytes in Cerebral spinal fluid by Manual count,immune,899,0.670751433,0.98376151,-0.016371779,0.038496904,0.022499507,FALSE,FALSE
C21,C21,other,130,0.67247684,1.040984175,0.040166588,0.094711584,0.017058716,FALSE,FALSE
PlsHem,PlsHem,other,149,0.672901733,1.068869653,0.066601691,0.15732681,-0.052955627,FALSE,FALSE
PtnUn,Phenytoin Free [Mass/volume] in Serum or Plasma,toxicology/pharmacology,390,0.678869298,0.975853286,-0.024443026,0.058985314,0.004335519,FALSE,FALSE
Estrdl,Estradiol (E2) [Mass/volume] in Serum or Plasma,endocrine,2651,0.682767337,1.012468965,0.012391868,0.030317227,-0.005080123,FALSE,FALSE
TCIcdt,TCIcdt,immune,440,0.684661648,0.979205868,-0.021013375,0.051703806,0.000439395,FALSE,FALSE
CPmylo,Promyelocytes/100 leukocytes in Cerebral spinal fluid by Manual count,immune,772,0.686515602,0.987594085,-0.01248351,0.030918166,-0.010277232,FALSE,FALSE
Aldola,Aldolase [Enzymatic activity/volume] in Serum or Plasma,metabolic,566,0.687019073,1.016335103,0.01620312,0.040191267,0.001289651,FALSE,FALSE
GTT1Hr,Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO,metabolic,715,0.68858554,1.04432185,0.043367728,0.108162994,0.004941006,FALSE,FALSE
SomatC,SomatC,endocrine,973,0.688732695,0.982684018,-0.017467657,0.043591831,-0.003297092,FALSE,FALSE
GTT50g,GTT50g,metabolic,2647,0.689657273,0.959807637,-0.041022392,0.10271899,-0.000273988,FALSE,FALSE
BILIRUBIN._CONJUGATED,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,liver,163,0.690976999,0.976749033,-0.023525535,0.059046613,-0.002151865,FALSE,FALSE
IVStrt,IVStrt,toxicology/pharmacology,3849,0.691814968,0.993491734,-0.006529538,0.01647085,0.001312993,FALSE,FALSE
Amyl,Amylase [Enzymatic activity/volume] in Serum or Plasma,metabolic,8958,0.694160604,1.004406026,0.004396348,0.011180093,0.000778923,FALSE,FALSE
Tesbio,Testosterone.free+weakly bound [Mass/volume] in Serum or Plasma,endocrine,210,0.696602489,0.960786004,-0.040003575,0.102420937,0.011028802,FALSE,FALSE
SGPT_ALT,SGPT_ALT,metabolic,246,0.697754294,1.025637883,0.025314744,0.065090086,0.008144963,FALSE,FALSE
P.Dopa,Dopamine [Mass/volume] in Serum or Plasma,blood,114,0.699043953,0.961987785,-0.038753526,0.099883747,0.085019698,FALSE,FALSE
TT4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,endocrine,4419,0.699987419,0.994259065,-0.005757478,0.014940244,-0.002480955,FALSE,FALSE
CMVPos,CMVPos,immune,185,0.701079791,1.027558317,0.027185422,0.070634373,-0.030009531,FALSE,FALSE
HIV.PC,HIV-PC,immune,132,0.701476166,1.047854197,0.046744451,0.121601067,0.034570968,FALSE,FALSE
TSI.QL,Thyroid stimulating immunoglobulins actual/normal in Serum,endocrine,590,0.701689452,1.019464518,0.019277507,0.050299643,0.005351035,FALSE,FALSE
Haptgl,Haptoglobin [Mass/volume] in Serum or Plasma,blood,2659,0.702377384,0.992660273,-0.007366795,0.019276468,0.000620499,FALSE,FALSE
Fructo,Fructosamine [Moles/volume] in Serum or Plasma,metabolic,558,0.705148934,1.013066977,0.012982341,0.03428871,0.004431182,FALSE,FALSE
BQLDL,BQLDL,other,112,0.713610961,1.040287723,0.039497332,0.107251585,0.037789459,FALSE,FALSE
Tetracy,Tetracycline [Susceptibility],toxicology/pharmacology,227,0.716188174,0.973154769,-0.027212145,0.074729241,0.006868609,FALSE,FALSE
Genta,Gentamicin [Mass/volume] in Serum or Plasma,toxicology/pharmacology,764,0.718470354,0.978755627,-0.021473283,0.059537191,0.030286582,FALSE,FALSE
Hct_HH,Hematocrit,blood,149,0.721459992,0.970312798,-0.030136788,0.084308707,0.024608156,FALSE,FALSE
Nicot,Nicotine [Mass/volume] in Urine,toxicology/pharmacology,453,0.722782806,0.983978166,-0.016151571,0.045492331,0.021835029,FALSE,FALSE
H61,H61,other,124,0.725233485,0.984566253,-0.015554087,0.044114479,-0.00421398,FALSE,FALSE
Hgb_HH,Hemoglobin [Mass/volume] in Blood by calculation,blood,148,0.725627763,0.970684973,-0.029753299,0.08455341,0.024725187,FALSE,FALSE
AGAP_HH,Anion gap in Blood,blood,148,0.725965361,0.970990251,-0.029438851,0.083767268,0.010875974,FALSE,FALSE
Cefotax,Cefotaxime [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,117,0.727549093,1.036747935,0.036088828,0.103225576,0.045295522,FALSE,FALSE
Estron,Estrone (E1) [Mass/volume] in Serum or Plasma,endocrine,226,0.727917238,0.96103604,-0.039743368,0.114061968,0.001500517,FALSE,FALSE
IGBP3P,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,immune,285,0.727989435,1.148749494,0.138673955,0.398276321,0.00815239,FALSE,FALSE
HIVExp,HIVExp,immune,246,0.729762372,1.023705049,0.023428447,0.067729635,-0.015383412,FALSE,FALSE
CALCIUM_CORRECTED,CALCIUM_CORRECTED,metabolic,171,0.730539549,0.974548403,-0.025781091,0.074691563,0.009244295,FALSE,FALSE
G.Sub2,IgG subclass 2 [Mass/volume] in Serum,immune,344,0.732375706,1.024889655,0.024584953,0.071821086,0.008992736,FALSE,FALSE
FMALN,Malignant cells/100 cells in Body fluid by Manual count,cancer,288,0.732821954,0.990586483,-0.009458104,0.027671773,0.028863601,FALSE,FALSE
RDW.SD,RDW SD,blood,341,0.734815124,1.021053109,0.020834555,0.061443178,0.022480221,FALSE,FALSE
UFCort,Cortisol Free [Mass/volume] in 24 hour Urine by HPLC,endocrine,331,0.736446979,0.980786112,-0.019400874,0.057586142,-0.000105986,FALSE,FALSE
F.BILI,Bilirubin.total [Mass/volume] in Body fluid,liver,268,0.741777702,1.020462169,0.020255632,0.061388251,0.021497168,FALSE,FALSE
RenAct,Renin [Enzymatic activity/volume] in Plasma,endocrine,1185,0.753857712,1.008858533,0.008819527,0.028119553,-0.003851874,FALSE,FALSE
MEAN.CELL.HEMOGLOBIN,MEAN CELL HEMOGLOBIN,blood,341,0.75483858,1.020251533,0.020049198,0.064138607,0.008714931,FALSE,FALSE
CLymph,Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count,immune,2306,0.762756359,0.991756163,-0.008278005,0.027419299,-0.002234213,FALSE,FALSE
SGOT_AST,SGOT_AST,liver,284,0.765360659,1.017323778,0.017175432,0.057480916,0.002710714,FALSE,FALSE
Endomy,Endomysium IgA Ab [Presence] in Serum,immune,2050,0.765480884,1.011485489,0.011420031,0.038279396,5.18E-05,FALSE,FALSE
DHEA.B,Dehydroepiandrosterone (DHEA) [Mass/volume] in Serum or Plasma,endocrine,161,0.767177171,0.972211209,-0.028182205,0.094980979,-0.001512729,FALSE,FALSE
UFCgCr,UFCgCr,other,161,0.768507056,1.026152975,0.025816834,0.087520852,0.03431795,FALSE,FALSE
IVStop,IVStop,toxicology/pharmacology,449,0.774650855,0.984361946,-0.015761619,0.055010407,0.011843513,FALSE,FALSE
ValpA,Valproate Free [Mass/volume] in Serum or Plasma,toxicology/pharmacology,361,0.77551333,0.979115266,-0.021105905,0.07394817,-0.000301975,FALSE,FALSE
Estrog,Estrogen [Mass/volume] in Serum or Plasma by calculation,endocrine,161,0.77935181,0.966308114,-0.034272537,0.122082543,0.024136576,FALSE,FALSE
FMyelo,Myelocytes/100 leukocytes in Body fluid by Manual count,immune,810,0.780264337,1.006123984,0.006105309,0.021875202,0.008988187,FALSE,FALSE
S.pH,pH of Stool,metabolic,209,0.780891401,1.157825529,0.146543702,0.526040281,-0.009352868,FALSE,FALSE
RrkIgG,Rickettsia rickettsii IgG Ab [Titer] in Serum by Immunofluorescence,immune,106,0.783031944,0.966645488,-0.033923461,0.122762553,0.052914756,FALSE,FALSE
SwtVolL,SwtVolL,other,103,0.78439369,1.058457129,0.056812309,0.206993339,0.00189832,FALSE,FALSE
CA19.9,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,cancer,627,0.792044969,1.01150494,0.011439261,0.043364801,0.005557198,FALSE,FALSE
Metfrm,Metformin [Mass/volume] in Serum or Plasma,toxicology/pharmacology,141,0.792059686,1.023249515,0.022983363,0.086954184,0.031159992,FALSE,FALSE
HPylAE,Helicobacter pylori Ab [Units/volume] in Serum by Immunoassay,immune,633,0.79313661,0.988594586,-0.011470955,0.043720238,-0.001485999,FALSE,FALSE
CD4per,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,immune,440,0.794432658,0.986375875,-0.013717785,0.052610938,-0.005525157,FALSE,FALSE
Vi.B12,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,metabolic,21483,0.797734271,1.001843446,0.001841749,0.007186355,8.57E-05,FALSE,FALSE
Ptn,Phenytoin serum/plasma,toxicology/pharmacology,729,0.801452521,1.011017906,0.010957651,0.04355586,0.009120592,FALSE,FALSE
Asprgn,Asparagine [Moles/volume] in Serum or Plasma,metabolic,423,0.802608314,1.046851867,0.045787438,0.183042949,0.009824391,FALSE,FALSE
Pheno1,Phenobarbital serum/plasma,toxicology/pharmacology,251,0.803398037,1.022979698,0.022719641,0.091135067,0.001873135,FALSE,FALSE
TTcont,TTcont,other,251,0.806688449,0.98123496,-0.018943337,0.077319064,0.007838372,FALSE,FALSE
HPLC.F,Hemoglobin F/Hemoglobin.total in Blood,blood,139,0.811752205,0.940604574,-0.061232447,0.256504452,0.040983951,FALSE,FALSE
CMonMc,Monocytes+Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count,immune,2273,0.813044346,0.994532588,-0.005482413,0.023178301,-0.001790503,FALSE,FALSE
FBaso,Basophils/100 leukocytes in Body fluid by Manual count,immune,1092,0.815753374,0.993412503,-0.00660929,0.028355709,-0.009865494,FALSE,FALSE
VMAmgL,Vanillylmandelate [Mass/volume] in 24 hour Urine,urinary,131,0.817623774,1.024026385,0.023742293,0.102689642,0.019709012,FALSE,FALSE
NEUTROPHIL.PERCENT,NEUTROPHIL PERCENT,immune,341,0.817875917,1.013667748,0.013575186,0.058892365,0.000559085,FALSE,FALSE
MPneuG,Mycoplasma pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay,immune,147,0.824617341,1.02281301,0.022556684,0.101528992,-0.00981458,FALSE,FALSE
Lipo.A,Lipoprotein a [Mass/volume] in Serum or Plasma,metabolic,198,0.826897931,1.016024159,0.015897127,0.072571683,0.004294474,FALSE,FALSE
Nitrofr,Nitrofurantoin [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,636,0.830976127,0.992600547,-0.007426965,0.034776893,0.033696072,FALSE,FALSE
INDURATION,INDURATION,other,885,0.831768364,0.994133601,-0.005883674,0.027687407,0.013060782,FALSE,FALSE
UREA_REDUCTION_RATIO,UREA_REDUCTION_RATIO,urinary,114,0.832278627,1.021005612,0.020788036,0.09783452,-0.053025816,FALSE,FALSE
P.Epi,Epinephrine [Mass/volume] in Plasma,endocrine,439,0.835414434,0.989705108,-0.010348251,0.049772012,0.001286397,FALSE,FALSE
EOSII,Eosinophils/100 leukocytes in Blood by Manual count,immune,233,0.836324193,0.986138708,-0.013958257,0.067464774,0.004838533,FALSE,FALSE
Lysine,Lysine [Moles/volume] in Serum or Plasma,metabolic,424,0.838045367,0.966228759,-0.034354662,0.167966351,-0.000251574,FALSE,FALSE
Acet1,Acetaminophen [Mass/volume] in Serum or Plasma,toxicology/pharmacology,521,0.838890766,1.008464754,0.008429129,0.041432594,-0.017553785,FALSE,FALSE
G.Sub1,IgG subclass 1 [Mass/volume] in Serum,immune,346,0.839064206,1.0148342,0.014725249,0.072438667,0.015679079,FALSE,FALSE
EquivT,EquivT,other,146,0.840123258,0.979860364,-0.020345203,0.100612437,0.007583366,FALSE,FALSE
H.C22,H-C22,other,119,0.841693135,0.990744403,-0.009298696,0.046412855,-0.00715426,FALSE,FALSE
Phnyln,Phenylalanine [Moles/volume] in Serum or Plasma,metabolic,426,0.84582971,1.035554248,0.034936788,0.179556321,-0.008609296,FALSE,FALSE
VIAB,VIAB,immune,230,0.847674086,0.986274068,-0.013821003,0.07184767,0.030989169,FALSE,FALSE
BeHCG,Choriogonadotropin.beta subunit [Moles/volume] in Serum or Plasma,cancer,1555,0.847777414,0.9925714,-0.00745633,0.038837029,-0.005449315,FALSE,FALSE
Quant_TB1...NIL,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood,immune,522,0.85070266,1.010471784,0.010417335,0.055315276,-0.007593879,FALSE,FALSE
PLATELET,PLATELET,blood,339,0.85109695,0.989336445,-0.010720819,0.057054609,-0.00999325,FALSE,FALSE
U5HIAA,U5HIAA,other,158,0.851518908,1.012843958,0.012762174,0.068036543,0.064176337,FALSE,FALSE
Rslt,Rslt,other,270,0.851985683,1.007471807,0.007444032,0.039850856,0.006970584,FALSE,FALSE
HCO3Ca,Bicarbonate [Moles/volume] in Unspecified specimen,metabolic,18068,0.852951571,1.001290938,0.001290106,0.006960112,0.001961184,FALSE,FALSE
IfBFC,IfBFC,other,258,0.861715041,1.009160173,0.009118473,0.052284752,-0.015539855,FALSE,FALSE
ACEcsf,Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid,cardiovascular,202,0.867121159,0.984375298,-0.015748054,0.093976702,0.012317011,FALSE,FALSE
HV1,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 50 copies/mL,immune,378,0.868875416,1.009367388,0.009323786,0.056433636,-0.016595906,FALSE,FALSE
CALCIUM_PHOSPHORUS_CORRECTED,CALCIUM_PHOSPHORUS_CORRECTED,metabolic,162,0.87053773,1.012442643,0.01236587,0.075713526,0.009285945,FALSE,FALSE
BILIRUBIN._TOTAL,Bilirubin.total [Mass/volume] in Blood,liver,112,0.870999113,1.015418382,0.015300726,0.093938335,0.005049194,FALSE,FALSE
Vorcon,Voriconazole [Mass/volume] in Serum or Plasma,toxicology/pharmacology,100,0.873240236,1.023273372,0.023006677,0.14346506,0.051369629,FALSE,FALSE
QTB.NL,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood,immune,2114,0.874984877,1.003404598,0.003398815,0.02160016,-0.01146002,FALSE,FALSE
D.DIMER,D-DIMER,blood,226,0.876850435,0.990544239,-0.009500751,0.061220659,-0.005569375,FALSE,FALSE
IgEQnt,IgE [Mass/volume] in Serum,immune,1892,0.877264324,0.996406668,-0.003599803,0.023305391,-0.012164146,FALSE,FALSE
ClSwtR,Chloride [Moles/volume] in Sweat,metabolic,116,0.877615037,0.967885159,-0.032641836,0.211410651,0.038970066,FALSE,FALSE
C4Quan,Complement C4 [Mass/volume] in Serum or Plasma,immune,3993,0.878999888,0.997543796,-0.002459225,0.016152703,-0.000559911,FALSE,FALSE
U.CatT,Catecholamines [Mass/time] in 24 hour Urine,endocrine,332,0.88032676,0.991799387,-0.008234423,0.054644396,0.006086337,FALSE,FALSE
AngioC,Angiotensin converting enzyme [Enzymatic activity/volume] in Serum or Plasma,cardiovascular,814,0.881093316,0.993042769,-0.006981545,0.046656605,0.002882932,FALSE,FALSE
lev,lev,other,522,0.885146192,0.995038352,-0.004973998,0.034414025,-0.00668047,FALSE,FALSE
SPECIFIC.GRAVITY,SPECIFIC GRAVITY,other,107,0.886063032,0.986183697,-0.013912636,0.096786684,0.017731959,FALSE,FALSE
Tyrosn,Tyrosine [Moles/volume] in Serum or Plasma,metabolic,425,0.888552179,1.026052942,0.025719346,0.183409257,0.002711132,FALSE,FALSE
SMAb,Smith extractable nuclear Ab [Units/volume] in Serum by Immunoassay,immune,1022,0.890298831,1.005050852,0.005038139,0.036517283,0.004016214,FALSE,FALSE
ABNLY,ABNLY,other,171,0.894248746,0.990053427,-0.00999637,0.075044868,-0.015845797,FALSE,FALSE
MONOCYTE.ABSOLUTE.COUNT,MONOCYTE ABSOLUTE COUNT,immune,340,0.897379482,1.007430929,0.007403456,0.057347747,0.045208126,FALSE,FALSE
HPIgM,Helicobacter pylori IgM Ab [Units/volume] in Serum by Immunoassay,immune,139,0.89810324,0.987253697,-0.012828234,0.099937728,-0.00088743,FALSE,FALSE
HCO3,HCO3,blood,133,0.89866929,1.010364034,0.010310696,0.080747297,0.021588727,FALSE,FALSE
Levoflx,Levofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,443,0.898744356,1.006988382,0.006964077,0.05468857,0.000895427,FALSE,FALSE
A.ABA,Alpha aminobutyrate [Moles/volume] in Serum or Plasma,metabolic,425,0.899186808,0.978479032,-0.021755921,0.171614163,-0.000589728,FALSE,FALSE
UNBOUND_IRON_BINDING,UNBOUND_IRON_BINDING,metabolic,171,0.900140033,0.989334929,-0.010722351,0.085276953,0.015933452,FALSE,FALSE
Erythro,Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,107,0.903389906,0.983201479,-0.016941217,0.139093831,0.053141301,FALSE,FALSE
Aldo.P,Aldosterone [Mass/volume] in Serum or Plasma,endocrine,1266,0.904388348,1.002407301,0.002404408,0.020011917,0.025421233,FALSE,FALSE
IGF1,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,endocrine,923,0.905229976,1.007239475,0.007213396,0.060568943,-0.012986363,FALSE,FALSE
Cyst.C,Cystatin C [Mass/volume] in Serum or Plasma,kidney,477,0.906843278,1.011618233,0.01155126,0.09864556,0.024066446,FALSE,FALSE
MEAN.CELL.HEMOGLOBIN.CONCENTRATION,MEAN CELL HEMOGLOBIN CONCENTRATION,blood,341,0.907743485,0.993281881,-0.006740787,0.058111765,0.020538448,FALSE,FALSE
CUF,Cortisol Free [Mass/time] in 24 hour Urine,toxicology/pharmacology,161,0.908483889,0.98971581,-0.010337438,0.089743996,-0.006622717,FALSE,FALSE
Alanin,Alanine [Moles/volume] in Serum or Plasma,metabolic,425,0.908867074,1.020014817,0.019817154,0.173010608,0.015018193,FALSE,FALSE
G.Indx,IgG clearance/Albumin clearance [Ratio] in Serum and CSF,immune,602,0.909461536,1.005983686,0.005965854,0.052436595,0.00224853,FALSE,FALSE
LYMPHOCYTE.ABSOLUTE.COUNT,LYMPHOCYTE ABSOLUTE COUNT,immune,340,0.914995172,1.006666392,0.00664427,0.062187133,-0.009454374,FALSE,FALSE
Tegret,Carbamazepine serum/plasma,toxicology/pharmacology,365,0.916754792,0.993725898,-0.006293867,0.060168093,-0.003546713,FALSE,FALSE
VitEAl,Alpha tocopherol [Mass/volume] in Serum or Plasma,metabolic,991,0.920582983,0.995640233,-0.004369298,0.04381202,0.006909455,FALSE,FALSE
FRONTAL.AXIS.MEAN.QRS,QRS axis,cardiovascular,7694,0.921969937,0.998810968,-0.00118974,0.012145575,0.000219568,FALSE,FALSE
Taurin,Taurine [Moles/volume] in Serum or Plasma,metabolic,425,0.922044318,1.017815057,0.017658229,0.180327516,0.002486252,FALSE,FALSE
Potassium_HH,Potassium [Moles/volume] in Blood,kidney,177,0.923058368,1.006773609,0.006750772,0.069760213,0.008142365,FALSE,FALSE
Cotin,Cotinine [Mass/volume] in Urine,toxicology/pharmacology,389,0.924004023,0.995525617,-0.004484423,0.046969649,0.001410623,FALSE,FALSE
Leucne,Leucine [Moles/volume] in Serum or Plasma,metabolic,426,0.925060052,0.984046088,-0.016082546,0.170866791,0.008321114,FALSE,FALSE
BUN_POST,BUN_POST,kidney,115,0.926602521,1.010049151,0.009998994,0.108197018,-0.029054301,FALSE,FALSE
CNRBC,Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Manual count,immune,801,0.926979219,0.996903569,-0.003101235,0.033827124,-0.007777751,FALSE,FALSE
MPneuM,Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay,immune,147,0.928035071,1.007813804,0.007783435,0.085970174,0.019707632,FALSE,FALSE
TCIcde,TCIcde,immune,441,0.934237626,0.995552635,-0.004457284,0.053982914,-0.003912865,FALSE,FALSE
C1Elh,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,immune,170,0.937831771,0.99244476,-0.007583926,0.097059854,0.019895031,FALSE,FALSE
Inflix,Infliximab [Mass/volume] in Serum or Plasma,toxicology/pharmacology,285,0.939156931,1.014298122,0.014196868,0.185816001,-0.002737847,FALSE,FALSE
HYALINE_CAST,HYALINE_CAST,urinary,498,0.940397173,0.996682775,-0.003322739,0.044411822,0.001202319,FALSE,FALSE
Ab.RNP,Ribonucleoprotein extractable nuclear IgG Ab [Units/volume] in Serum by Immunoassay,immune,441,0.940719251,1.003661007,0.003654321,0.049106558,-0.00333753,FALSE,FALSE
BBTAb,Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoassay,toxicology/pharmacology,1060,0.941058068,1.002940733,0.002936418,0.039702814,-0.000939936,FALSE,FALSE
SSAIgG,Sjogrens syndrome-A extractable nuclear IgG Ab [Units/volume] in Serum by Immunoassay,immune,1532,0.946102262,1.002061712,0.002059589,0.030460548,0.001307992,FALSE,FALSE
NORMET,Normetanephrine [Moles/volume] in Serum or Plasma,endocrine,847,0.95006074,1.002278389,0.002275797,0.036323898,0.005653711,FALSE,FALSE
pO2_FI,Oxygen [Partial pressure] in Arterial blood,blood,8169,0.955592529,0.999430726,-0.000569436,0.010225577,-0.004756559,FALSE,FALSE
X56.16_percent_,56+16#,immune,1214,0.956059235,1.001826551,0.001824885,0.033111566,0.000251001,FALSE,FALSE
NRBC,NRBC,blood,243,0.956979641,0.997238992,-0.002764827,0.051185895,-0.003649593,FALSE,FALSE
BASOPHIL.ABSOLUTE.COUNT,BASOPHIL ABSOLUTE COUNT,immune,328,0.958306707,1.003216968,0.003211805,0.061374756,-0.00996463,FALSE,FALSE
HCVEpt,HCVEpt,blood,300,0.963736406,1.002651958,0.002648448,0.058190484,0.038236467,FALSE,FALSE
Doxycy,Doxycycline [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,337,0.965017125,1.002463199,0.002460171,0.056037516,0.008491753,FALSE,FALSE
TTAIgA,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,immune,1742,0.965415709,0.998186705,-0.001814941,0.04185232,0.00051243,FALSE,FALSE
RePRA,RePRA,toxicology/pharmacology,522,0.96779889,0.998557437,-0.001443604,0.035739441,0.002970403,FALSE,FALSE
VMA,VMA,other,276,0.969917449,1.001975501,0.001973552,0.052276248,0.013495813,FALSE,FALSE
PTH.INTACT_.PLASMA.,PTH-INTACT_(PLASMA),endocrine,163,0.976011435,0.997837188,-0.002165155,0.071854453,0.036572448,FALSE,FALSE
Norbpr,Norbuprenorphine [Mass/volume] in Urine,toxicology/pharmacology,197,0.978466829,0.99755388,-0.002449116,0.090597014,0.006647168,FALSE,FALSE
ACAIgG,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,immune,2363,0.978554187,1.000658658,0.000658441,0.024491045,0.001454143,FALSE,FALSE
SclAb,SCL-70 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,immune,1131,0.980427072,1.000884914,0.000884522,0.036044458,0.005808805,FALSE,FALSE
HGH,HGH,endocrine,320,0.983651627,1.001909493,0.001907673,0.093012763,0.012300191,FALSE,FALSE
Aztreo,Aztreonam [Susceptibility] by Minimum inhibitory concentration (MIC),toxicology/pharmacology,387,0.983954031,1.000951651,0.000951199,0.047253909,0.02056007,FALSE,FALSE
GGL,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,immune,362,0.9842014,0.999054141,-0.000946307,0.047747349,-0.000618005,FALSE,FALSE
AFPTum,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,cancer,2948,0.985301185,0.999792596,-0.000207426,0.01125776,0.015261703,FALSE,FALSE
MONOCYTES,MONOCYTES,immune,255,0.998716283,1.00010916,0.000109154,0.067759428,-0.006114615,FALSE,FALSE
IopPTH,Parathyrin.intact [Mass/volume] in Serum or Plasma,endocrine,274,0.999458014,1.000040711,4.07E-05,0.059864596,0.024673635,FALSE,FALSE
